title,authors,year,citations,abstract,result_id,publication_info,pdf_links,url,total_results,search_time
Rethinking the self-attention in vision transformers,"K Kim, B Wu, X Dai, P Zhang, Z Yan…",2021,59,"… Self-attention is a corner stone for transformer models. However, our analysis shows that self-attention in vision transformer … 95% sparsity on the self-attention maps while maintaining …",X1Jp5UovA_wJ,"K Kim, B Wu, X Dai, P Zhang, Z Yan… - … on computer vision …, 2021 - openaccess.thecvf.com",[],https://openaccess.thecvf.com/content/CVPR2021W/ECV/html/Kim_Rethinking_the_Self-Attention_in_Vision_Transformers_CVPRW_2021_paper.html,unknown,unknown
Castling-vit: Compressing self-attention via switching towards linear-angular attention at vision transformer inference,"H You, Y Xiong, X Dai, B Wu, P Zhang…",2023,94,"Vision Transformers (ViTs) have shown impressive performance but still require a high computation cost as compared to convolutional neural networks (CNNs), one reason is that ViTs' …",k8x1Sr4r0OIJ,"H You, Y Xiong, X Dai, B Wu, P Zhang… - … on computer vision …, 2023 - openaccess.thecvf.com",[],http://openaccess.thecvf.com/content/CVPR2023/html/You_Castling-ViT_Compressing_Self-Attention_via_Switching_Towards_Linear-Angular_Attention_at_Vision_CVPR_2023_paper.html,unknown,unknown
"Self-attention in vision transformers performs perceptual grouping, not attention","P Mehrani, JK Tsotsos",2023,58,"… , the purely feed-forward architecture of vision transformers suggests that attention in these … a family of vision transformers. Our results suggest that self-attention modules group figures …",NEIOpLUnumwJ,"P Mehrani, JK Tsotsos - Frontiers in Computer Science, 2023 - frontiersin.org",[],https://www.frontiersin.org/journals/computer-science/articles/10.3389/fcomp.2023.1178450/full,unknown,unknown
PSLT: a light-weight vision transformer with ladder self-attention and progressive shift,"G Wu, WS Zheng, Y Lu, Q Tian",2023,38,"… the global self-attention. In this work, we propose a ladder self-attention block with multiple branches and a progressive shift mechanism to develop a light-weight transformer backbone …",kscmkfMktl0J,"G Wu, WS Zheng, Y Lu, Q Tian - IEEE transactions on pattern …, 2023 - ieeexplore.ieee.org",[],https://ieeexplore.ieee.org/abstract/document/10097573/,unknown,unknown
Lightweight vision transformer with spatial and channel enhanced self-attention,"J Zheng, L Yang, Y Li, K Yang…",2023,22,"… As a result, the design of efficient vision transformer models has become the focus … Self-Attention (SCSA) for lightweight vision transformers. Specially, we utilize multi-head self-attention …",qQv9vZBv38cJ,"J Zheng, L Yang, Y Li, K Yang… - … on computer vision, 2023 - openaccess.thecvf.com",[],https://openaccess.thecvf.com/content/ICCV2023W/RCV/html/Zheng_Lightweight_Vision_Transformer_with_Spatial_and_Channel_Enhanced_Self-Attention_ICCVW_2023_paper.html,unknown,unknown
Multi-head self-attention via vision transformer for zero-shot learning,"F Alamri, A Dutta",2021,73,… We argue that self-attention allows our model to attend to image regions that can be semantically relevant for classification and learns the visual features across the entire image. Since …,gusJsOx1GBQJ,"F Alamri, A Dutta - arXiv preprint arXiv:2108.00045, 2021 - arxiv.org",[],https://arxiv.org/abs/2108.00045,unknown,unknown
Separable self-attention for mobile vision transformers,"S Mehta, M Rastegari",2022,682,"… the multi-headed self-attention (MHA) in transformers, which … question: can self-attention in transformer block be optimized … for optimizing the self-attention operation in transformers (not …",ECDgJ200YtAJ,"S Mehta, M Rastegari - arXiv preprint arXiv:2206.02680, 2022 - arxiv.org",[],https://arxiv.org/abs/2206.02680,unknown,unknown
Microvit: A vision transformer with low complexity self attention for edge device,"N Setyawan, CC Sun, MH Hsu…",2025,20,"… vision tasks, but its high computational demands make it impractical for edge devices with limited resources. This paper presents MicroViT, a lightweight Vision Transformer … selfattention …",l9J-OOxVG3YJ,"N Setyawan, CC Sun, MH Hsu… - … on Circuits and …, 2025 - ieeexplore.ieee.org",[],https://ieeexplore.ieee.org/abstract/document/11043206/,unknown,unknown
Attention guided CAM: visual explanations of vision transformer guided by self-attention,"S Leem, H Seo",2024,65,… • We propose a gradient-based method applicable to Vision Transformer that fully considers the major structures of the model and provides a reliable high-semantic explanation of the …,1tysGdCFug8J,"S Leem, H Seo - Proceedings of the AAAI conference on artificial …, 2024 - ojs.aaai.org",[],https://ojs.aaai.org/index.php/AAAI/article/view/28077,unknown,unknown
On the integration of self-attention and convolution,"X Pan, C Ge, R Lu, S Song, G Chen…",2022,787,"… is mostly adopted in the last stages to replace the original 3×3 convolution [3, 40], and convolutions at early stages are proved to be more effective for vision transformers [49]. …",8ZwpgdXe3fcJ,"X Pan, C Ge, R Lu, S Song, G Chen… - … on computer vision …, 2022 - openaccess.thecvf.com",[],http://openaccess.thecvf.com/content/CVPR2022/html/Pan_On_the_Integration_of_Self-Attention_and_Convolution_CVPR_2022_paper.html,unknown,unknown
Self-attention as the backbone: A survey on Vision Transformers,"A Waseem, P Ruiu, S Nixon, A Lagorio…",2026,1,"… techniques that improve ViTs through novel self-attention designs or hybrid integrations, … We first outline self-attention and Transformers, then introduce a taxonomy of self-attention …",utOx5AjY9qoJ,"A Waseem, P Ruiu, S Nixon, A Lagorio… - Computer Vision and …, 2026 - Elsevier",[],https://www.sciencedirect.com/science/article/pii/S107731422600158X,unknown,unknown
Flatten transformer: Vision transformer using focused linear attention,"D Han, X Pan, Y Han, S Song…",2023,555,"… of Vision Transformer [11, 39], self-attention techniques have shown great potential in a variety of vision … We first revisit the general form of self-attention in Vision Transformers. Given the …",sBPEEKuudMYJ,"D Han, X Pan, Y Han, S Song… - … on computer vision, 2023 - openaccess.thecvf.com",[],http://openaccess.thecvf.com/content/ICCV2023/html/Han_FLatten_Transformer_Vision_Transformer_using_Focused_Linear_Attention_ICCV_2023_paper.html,unknown,unknown
Efficient brain tumor segmentation using Swin transformer and enhanced local self-attention,"F Ghazouani, P Vera, S Ruan",2024,83,"… In this paper, we mainly explore the effectiveness of the vision Transformer for image segmentation task and propose a novel method for brain tumor segmentation. The method …",LARSrixh4AEJ,"F Ghazouani, P Vera, S Ruan - International Journal of Computer Assisted …, 2024 - Springer",[],https://link.springer.com/article/10.1007/s11548-023-03024-8,unknown,unknown
Davit: Dual attention vision transformers,"M Ding, B Xiao, N Codella, P Luo, J Wang…",2022,666,"… self-attention mechanism that captures global information but is still efficient concerning the spatial size? In this work, we introduce such a self-attention … ” by applying self-attention to the …",pxjeapEAvv4J,"M Ding, B Xiao, N Codella, P Luo, J Wang… - … on computer vision, 2022 - Springer",[],https://link.springer.com/chapter/10.1007/978-3-031-20053-3_5,unknown,unknown
Dual vision transformer,"T Yao, Y Li, Y Pan, Y Wang…",2023,221,"… decomposing the global self-attention procedure over … Transformer architecture that elegantly exploits the global semantics for self-attention learning, namely Dual Vision Transformer (…",ZUNGYmVUSksJ,"T Yao, Y Li, Y Pan, Y Wang… - IEEE transactions on …, 2023 - ieeexplore.ieee.org",[],https://ieeexplore.ieee.org/abstract/document/10105499/,unknown,unknown
Towards robust diagnosis of COVID-19 using vision self-attention transformer,"F Mehboob, A Rauf, R Jiang, AKJ Saudagar…",2022,26,"… In this paper, a self-attention transformer-based approach has been … Vision Transformer (ViT) based approach model the long-range dependency between the pixels using self-attention …",C0Vs7ReBiUUJ,"F Mehboob, A Rauf, R Jiang, AKJ Saudagar… - Scientific Reports, 2022 - nature.com",[],https://www.nature.com/articles/s41598-022-13039-x,unknown,unknown
Keyword transformer: A self-attention model for keyword spotting,"A Berg, M O'Connor, MT Cruz",2021,233,"… Recent works in machine learning show that the Transformer architecture, first introduced by … Inspired by the strength of the simple Vision Transformer (ViT) model [2] in computer vision …",mVRkzO3gF2EJ,"A Berg, M O'Connor, MT Cruz - arXiv preprint arXiv:2104.00769, 2021 - arxiv.org",[],https://arxiv.org/abs/2104.00769,unknown,unknown
Fairness-aware vision transformer via debiased self-attention,"Y Qiang, C Li, P Khanduri, D Zhu",2024,20,… Vision Transformer (ViT) has recently gained significant attention in solving computer vision … need to develop our novel framework via Debiased Self-Attention (DSA). DSA is a fairness-…,GergvSMTw_wJ,"Y Qiang, C Li, P Khanduri, D Zhu - … Conference on Computer Vision, 2024 - Springer",[],https://link.springer.com/chapter/10.1007/978-3-031-72913-3_20,unknown,unknown
Shunted self-attention via multi-scale token aggregation,"S Ren, D Zhou, S He, J Feng…",2022,481,"… self-attention scheme, termed shunted selfattention (SSA), which explicitly allows the self-attention … demonstrate that our Shunted Transformer consistently outperform previous Vision …",Sn-4EDk3knUJ,"S Ren, D Zhou, S He, J Feng… - … on computer vision and …, 2022 - openaccess.thecvf.com",[],http://openaccess.thecvf.com/content/CVPR2022/html/Ren_Shunted_Self-Attention_via_Multi-Scale_Token_Aggregation_CVPR_2022_paper.html,unknown,unknown
A novel vision transformer with selective residual in multihead self-attention for pattern recognition,"AK Sharma, NK Verma",2025,7,"… This article presents a novel vision transformer with a selective residual in the multihead self-attention network, called Selective Residual Vision Transformer (SeReViT), for improved …",Tvze3O4_iPsJ,"AK Sharma, NK Verma - Pattern Recognition, 2025 - Elsevier",[],https://www.sciencedirect.com/science/article/pii/S0031320325011604,unknown,unknown
Synthesizer: Rethinking self-attention for transformer models,"Y Tay, D Bahri, D Metzler, DC Juan…",2021,531,… The dot product self-attention is known to be central and … self-attention mechanism on the performance of Transformer … when compared against vanilla Transformer models across a …,d2tbBUAhy7kJ,"Y Tay, D Bahri, D Metzler, DC Juan… - International …, 2021 - proceedings.mlr.press",[],https://proceedings.mlr.press/v139/tay21a.html,unknown,unknown
Vision transformer with self-attention for automated plant seedling classification,S Patel,2024,10,"… vision and image classification applications [4]. On the other hand, Vision Transformer (ViT) … In this paper, vision transformer is utilized for classification of various plant leaves at their …",1hxy2kawX1cJ,"S Patel - 2024 2nd International Conference on Advancement …, 2024 - ieeexplore.ieee.org",[],https://ieeexplore.ieee.org/abstract/document/10551144/,unknown,unknown
Sit: Self-supervised vision transformer,"S Atito, M Awais, J Kittler",2021,196,… encoder consists of L consecutive Multi-head Self-Attention (MSA) and Multi-Layer … h selfattention heads where each head outputs a sequence of size n × d. The employed self attention …,elbX5z7g2JAJ,"S Atito, M Awais, J Kittler - arXiv preprint arXiv:2104.03602, 2021 - arxiv.org",[],https://arxiv.org/abs/2104.03602,unknown,unknown
Regionvit: Regional-to-local attention for vision transformers,"CF Chen, R Panda, Q Fan",2021,346,"… of vision transformers, in this work, we develop a memory-friendly and efficient self-attention method for transformer models to reach their promising potential for vision applications. We …",avXEb6B5Y_EJ,"CF Chen, R Panda, Q Fan - arXiv preprint arXiv:2106.02689, 2021 - arxiv.org",[],https://arxiv.org/abs/2106.02689,unknown,unknown
Deepvit: Towards deeper vision transformer,"D Zhou, B Kang, X Jin, L Yang, X Lian, Z Jiang…",2021,932,"… This indicates that as the ViT goes deeper, the self-attention mechanism becomes less … the vision transformer to be deeper, We present a simple yet effective self-attention mechanism, …",RG8p5sZv1HYJ,"D Zhou, B Kang, X Jin, L Yang, X Lian, Z Jiang… - arXiv preprint arXiv …, 2021 - arxiv.org",[],https://arxiv.org/abs/2103.11886,unknown,unknown
Less is more: Pay less attention in vision transformers,"Z Pan, B Zhuang, H He, J Liu, J Cai",2022,152,"… vIsion Transformer (LIT), building upon the fact that the early self-attention layers in Transformers still … For the last two stages, we set Ns self-attention heads in each Transformer block. …",V9K9Jg3FK4cJ,"Z Pan, B Zhuang, H He, J Liu, J Cai - … of the AAAI conference on artificial …, 2022 - ojs.aaai.org",[],https://ojs.aaai.org/index.php/AAAI/article/view/20099,unknown,unknown
Self-attention vision transformer with transfer learning for efficient crops and weeds classification,"S Sharma, M Vardhan",2023,30,… Self-Attention Vision Transformer Our approach involves using Self-Attention Vision Transformers … ViT is a neural network architecture that utilizes self-attention layers to extract intrinsic …,oDhTuxbO6mcJ,"S Sharma, M Vardhan - 2023 6th International Conference on …, 2023 - ieeexplore.ieee.org",[],https://ieeexplore.ieee.org/abstract/document/10112049/,unknown,unknown
Local self-attention in transformer for visual question answering,"X Shen, D Han, Z Guo, C Chen, J Hua, G Luo",2023,66,… proposes a novel Local Self-Attention in Transformer (LSAT) for a … the shortcomings of global self-attention (such as high … for designing end-to-end vision tasks based on Transformer. …,GaQf2INfE9cJ,"X Shen, D Han, Z Guo, C Chen, J Hua, G Luo - Applied Intelligence, 2023 - Springer",[],https://link.springer.com/article/10.1007/s10489-022-04355-w,unknown,unknown
TripleFormer: improving transformer-based image classification method using multiple self-attention inputs,"Y Gong, P Wu, R Xu, X Zhang, T Wang…",2024,13,… We consider self-attention from a different perspective and propose channel-wise attention within windows. Previous self-attention in vision with pixels in windows gathers the …,Z2k704wff8gJ,"Y Gong, P Wu, R Xu, X Zhang, T Wang… - The Visual …, 2024 - search.proquest.com",[],https://search.proquest.com/openview/d8c96b9783990e1422e66f788233c348/1?pq-origsite=gscholar&cbl=2043737,unknown,unknown
Dropkey for vision transformer,"B Li, Y Hu, X Nie, C Han, X Jiang…",2023,129,"… in self-attention layer, further pushing forward the frontier of ViTs for vision tasks in a general way. Specifically, we focus on three core aspects: What to drop in self-attention layer …",Pfa_90Z6ttIJ,"B Li, Y Hu, X Nie, C Han, X Jiang… - … on Computer Vision …, 2023 - openaccess.thecvf.com",[],http://openaccess.thecvf.com/content/CVPR2023/html/Li_DropKey_for_Vision_Transformer_CVPR_2023_paper.html,unknown,unknown
Mamba in speech: Towards an alternative to self-attention,"X Zhang, Q Zhang, H Liu, T Xiao, X Qian…",2025,149,"… in diverse tasks across computer vision, natural language … multi-head self-attention mechanism in Transformer, Selective … to the self-attention module in the Transformer model and its …",NpbKeR6MHYsJ,"X Zhang, Q Zhang, H Liu, T Xiao, X Qian… - … on Audio, Speech …, 2025 - ieeexplore.ieee.org",[],https://ieeexplore.ieee.org/abstract/document/10985910/,unknown,unknown
A lightweight convolution and vision transformer integrated model with multi-scale self-attention mechanism,"Y Zhang, L Wei, B Zhang, Z Liu, K Yi, S Hu",2025,6,"… Vision Transformer (ViT) has prevailed in computer vision tasks due to its strong long-range … To balance computation efficiency and performance in downstream vision tasks, we propose …",FqVaqZn0SHoJ,"Y Zhang, L Wei, B Zhang, Z Liu, K Yi, S Hu - Neurocomputing, 2025 - Elsevier",[],https://www.sciencedirect.com/science/article/pii/S0925231225023422,unknown,unknown
Covit-gan: vision transformer forcovid-19 detection in ct scan imageswith self-attention gan forDataAugmentation,"AAE Ambita, ENV Boquio, PC Naval Jr",2021,35,"… The Vision Transformer (ViT) is currently gaining popularity in computer vision circles due to its … In this study, the Vision Transformer is applied to the task of COVID-19 detection from …",wdPZe9tvu6wJ,"AAE Ambita, ENV Boquio, PC Naval Jr - International Conference on …, 2021 - Springer",[],https://link.springer.com/chapter/10.1007/978-3-030-86340-1_47,unknown,unknown
Action transformer: A self-attention model for short-time pose-based human action recognition,"V Mazzia, S Angarano, F Salvetti, F Angelini…",2022,352,"… In this work, we introduce Action Transformer (AcT), a simple, fully, self-attentional architecture that consistently outperforms more elaborated networks that mix convolutional, recurrent, …",HhViC7jTwAwJ,"V Mazzia, S Angarano, F Salvetti, F Angelini… - Pattern Recognition, 2022 - Elsevier",[],https://www.sciencedirect.com/science/article/pii/S0031320321006634,unknown,unknown
Self-attention and transformers: Driving the evolution of large language models,"Q Luo, W Zeng, M Chen, G Peng…",2023,78,"… the self-attention mechanism and transformer architecture from a … in LLMs based on self-attention and transformers, along with their … to vision tasks emerged under the name ViT …",kgtuOcI-uIEJ,"Q Luo, W Zeng, M Chen, G Peng… - 2023 IEEE 6th …, 2023 - ieeexplore.ieee.org",[],https://ieeexplore.ieee.org/abstract/document/10245906/,unknown,unknown
Probing inter-modality: Visual parsing with self-attention for vision-and-language pre-training,"H Xue, Y Huang, B Liu, H Peng, J Fu…",2021,109,… of self-attention for visual feature learning in Vision-Language Pre-training (VLP). We explore CNN’s limitation in intra-vision modality learning by introducing fully Transformer for visual …,qYr-469hN4gJ,"H Xue, Y Huang, B Liu, H Peng, J Fu… - Advances in Neural …, 2021 - proceedings.neurips.cc",[],https://proceedings.neurips.cc/paper/2021/hash/23fa71cc32babb7b91130824466d25a5-Abstract.html,unknown,unknown
A survey on vision transformer,"K Han, Y Wang, H Chen, X Chen, J Guo…",2022,5576,"… We also include efficient transformer methods for pushing transformer into real device-… look at the selfattention mechanism in computer vision, as it is the base component in transformer. …",G7PR8u-tYDsJ,"K Han, Y Wang, H Chen, X Chen, J Guo… - IEEE transactions on …, 2022 - ieeexplore.ieee.org",[],https://ieeexplore.ieee.org/abstract/document/9716741/,unknown,unknown
Sclip: Rethinking self-attention for dense vision-language inference,"F Wang, J Mei, A Yuille",2024,212,… of the last transformer layer in CLIP vision encoder equipped with the original self-attention (right) and our correlative self-attention (left). Our correlative self-attention exhibits spatially …,KD6pZHODkMYJ,"F Wang, J Mei, A Yuille - European conference on computer vision, 2024 - Springer",[],https://link.springer.com/chapter/10.1007/978-3-031-72664-4_18,unknown,unknown
Beyond self-attention: Deformable large kernel attention for medical image segmentation,"R Azad, L Niggemeier, M Hüttemann…",2024,316,"… self-attention mechanism within pure Transformer models. In this vein, Swin-Unet [13] integrates a Swin Transformer [… the Efficient Transformer [55] to address parameter issues in vision …",1Mw0sdlPJ6IJ,"R Azad, L Niggemeier, M Hüttemann… - … of computer vision, 2024 - openaccess.thecvf.com",[],https://openaccess.thecvf.com/content/WACV2024/html/Azad_Beyond_Self-Attention_Deformable_Large_Kernel_Attention_for_Medical_Image_Segmentation_WACV_2024_paper.html,unknown,unknown
Fswin transformer: Feature-space window attention vision transformer for image classification,"D Yoo, J Kim, J Yoo",2024,19,"… The vision transformer (ViT) with global self-attention exhibits … To address this issue, window-based self-attention ViT limits … Transformer, a representative windowbased self-attention …",oDgtNXxLjQcJ,"D Yoo, J Kim, J Yoo - IEEE Access, 2024 - ieeexplore.ieee.org",[],https://ieeexplore.ieee.org/abstract/document/10509828/,unknown,unknown
